,item_id,timestamp,mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0,21,2023-10-01,0.001954634631949295,-0.013695619964299086,-0.008070301218562642,-0.00431292568474572,-0.0008245238162808114,0.001954634631949295,0.004959064062079796,0.007996648819130776,0.01167198273581405,0.017180022430795177
1,21,2023-11-01,0.0020244829066131524,-0.019574648193718343,-0.011888664120164994,-0.006688990993755901,-0.0019545125358336668,0.0020244829066131524,0.0062174101293684565,0.01057216631291647,0.015656826478293237,0.02320871084769135
2,21,2023-12-01,0.0019750959101867394,-0.024201255786946874,-0.014958973354750155,-0.008604634431866844,-0.002913175239653756,0.0019750959101867394,0.007114764084867351,0.012454658740394382,0.018677804060267082,0.02780561575398276
3,29,2023-10-01,0.006510221900350831,-0.006720790416212069,-0.0017933828126928735,0.0013618320420716937,0.0044831473513754225,0.006510221900350831,0.00902748877324935,0.011256968420948076,0.014090656613266087,0.018691019564490565
4,29,2023-11-01,0.006827597582815804,-0.011090885635413855,-0.004500512815757943,-0.00024469799766742815,0.0038135567904520984,0.006827597582815804,0.0103349774052516,0.013706656651167043,0.017578774135511902,0.023776143811695797
5,29,2023-12-01,0.0067251842814813065,-0.014683840129295434,-0.006907065861720161,-0.0017523986721746663,0.003010380009459538,0.0067251842814813065,0.01103771662058077,0.015224044114261617,0.019953700500651515,0.027372092528289003
6,35,2023-10-01,0.0014648483819157995,-0.005112235395674304,-0.002529097743198284,-0.0010917383621648169,0.0005746149528928165,0.0014648483819157995,0.002672303900445468,0.003801436477606241,0.0050799952751905166,0.007543855957158028
7,35,2023-11-01,0.001523390150557175,-0.007341321545200048,-0.003957052750341306,-0.001978060619171699,0.00015380911034838926,0.001523390150557175,0.003192879644364579,0.004862694516831803,0.006649284833726923,0.009901463216505377
8,35,2023-12-01,0.0015410319283872638,-0.009107898799998765,-0.005130361392479529,-0.0026791636882985657,-0.00018592257652494154,0.0015410319283872638,0.0036048170539533966,0.0056633785316728275,0.007911057878842302,0.011783552286285573
9,204,2016-03-01,-0.004319120701897555,-0.01667225782214741,-0.01213565340264238,-0.009218597242091127,-0.006521082931651265,-0.004319120701897555,-0.002150922058687346,0.00017127673386690512,0.0029622461951074697,0.007317162240471267
10,204,2016-04-01,-0.003995120707434635,-0.020839895436622104,-0.014752020850287775,-0.01077042995322071,-0.007098282014023457,-0.003995120707434635,-0.0009442041816638141,0.0023448384466309737,0.006186722481015099,0.012060403367118744
11,204,2016-05-01,-0.004194803285135296,-0.024480146742413392,-0.017252245177994188,-0.012375635742155661,-0.007971314066774367,-0.004194803285135296,-0.0004249109255448565,0.0035665906535923293,0.008291706599237472,0.015326920271461719
12,441,2023-10-01,0.0036507081146118195,-0.004803434612733013,-0.0015872044912678541,0.00033817633790514964,0.0023945651803716724,0.0036507081146118195,0.0052485336272889965,0.006675993117367732,0.008408519684117967,0.011401129452884053
13,441,2023-11-01,0.003697334175047568,-0.007755568951952001,-0.003483902062078048,-0.0008504883009112308,0.0018141458812039636,0.003697334175047568,0.005918993032183675,0.008081589980625832,0.010481510985995892,0.014500218775689539
14,441,2023-12-01,0.0037040699431020794,-0.00999223646089446,-0.004968008963360585,-0.001746533041977456,0.0013756731732424636,0.0037040699431020794,0.006438414274337492,0.00912282280207532,0.012083369903105452,0.016882373486908735
15,727,2023-10-01,-0.002455997270418529,-0.007032943640079916,-0.0052841854609962675,-0.004213743681020881,-0.003129882607999464,-0.002455997270418529,-0.0016126155461763996,-0.0008693610684281137,6.920828715710687e-05,0.001662275361503413
16,727,2023-11-01,-0.0024739834619510485,-0.008630644815013942,-0.006314427507336134,-0.004875051973430517,-0.0034878013364409966,-0.0024739834619510485,-0.0012879930453817492,-0.00015090463046564355,0.001131417146446711,0.003255624508375212
